month,er_visit_overdose_count,inpatient_rehab_count,outpatient_mat_count,police_arrest_count,incarceration_count,lost_productivity_count,foster_care_risk_count
2026-03-01,40544.4,8545.9,1162701.9,55116.6,176373.1,4409326.7,529119.2
2026-04-01,80772.7,14618.7,1160213.1,54782.1,175302.9,4382571.3,525908.6
2026-05-01,40129.0,8509.1,1157706.5,54454.7,174255.1,4356377.1,522765.3
2026-06-01,40023.4,7283.0,1156024.7,54240.9,173571.0,4339275.2,520713.0
2026-07-01,79832.1,14534.0,1153489.6,53927.0,172566.5,4314163.4,517699.6
2026-08-01,39708.0,7250.9,1150942.1,53619.7,171583.1,4289577.4,514749.3
2026-09-01,39603.1,8446.9,1149237.6,53419.3,170941.9,4273546.4,512825.6
2026-10-01,78790.1,14448.1,1146671.7,53125.1,170000.3,4250007.7,510000.9
2026-11-01,39187.0,8409.1,1144096.7,52837.1,169078.7,4226968.7,507236.2
2026-12-01,39181.4,7197.0,1142375.0,52649.4,168478.0,4211950.1,505434.0
2027-01-01,77848.1,14361.3,1139785.6,52373.7,167595.7,4189893.7,502787.2
2027-02-01,38766.0,7164.3,1137190.5,52104.0,166732.9,4168323.7,500198.8
2027-03-01,38660.4,8345.6,1135457.3,51928.2,166170.3,4154258.0,498511.0
2027-04-01,76904.7,14273.9,1132851.2,51670.5,165345.8,4133643.8,496037.3
2027-05-01,38344.3,8307.3,1130242.6,51418.5,164539.4,4113483.8,493618.1
2027-06-01,38138.7,7109.6,1128500.1,51254.2,164013.5,4100338.5,492040.6
2027-07-01,76061.3,14186.1,1125883.2,51013.5,163243.3,4081081.7,489729.8
2027-08-01,37822.6,7076.6,1123263.7,50778.2,162490.4,4062260.0,487471.2
2027-09-01,37817.0,8243.1,1121514.7,50624.9,161999.8,4049994.8,485999.4
2027-10-01,75117.9,14098.0,1118891.7,50400.4,161281.4,4032033.9,483844.1
2027-11-01,37403.0,8204.6,1116266.6,50181.1,160579.4,4014484.8,481738.2
2027-12-01,37289.0,7021.4,1114515.1,50038.4,160122.9,4003072.3,480368.7
2028-01-01,74278.0,14009.8,1111887.8,49829.3,159453.7,3986342.7,478361.1
2028-02-01,36975.0,6988.3,1109259.5,49625.2,158800.5,3970012.9,476401.5
2028-03-01,36875.0,8140.2,1107507.1,49492.5,158375.9,3959396.7,475127.6
2028-04-01,73429.0,13921.5,1104879.4,49298.2,157754.2,3943855.1,473262.6
2028-05-01,36554.0,8101.6,1102251.9,49108.6,157147.5,3928688.1,471442.6
2028-06-01,36454.0,6933.1,1100499.7,48985.4,156753.3,3918833.0,470260.0
2028-07-01,72487.0,13833.2,1097874.2,48805.2,156176.7,3904416.4,468530.0
2028-08-01,36133.0,6900.1,1095248.9,48629.5,155614.5,3890362.2,466843.5
2028-09-01,71952.0,14915.3,1092627.3,48459.5,155070.4,3876759.7,465211.2
2028-10-01,35819.0,6867.0,1090006.1,48293.9,154540.4,3863509.6,463621.1
2028-11-01,35712.0,7998.7,1088262.7,48186.3,154196.1,3854901.3,462588.2
2028-12-01,35605.0,6845.1,1086517.8,48080.8,153858.6,3846464.7,461575.8
2029-01-01,70896.0,13657.2,1083905.1,47926.9,153365.9,3834148.5,460097.8
2029-02-01,35291.0,6812.2,1081294.0,47777.0,152886.3,3822158.5,458659.0
2029-03-01,35184.0,7934.7,1079557.4,47679.9,152575.6,3814389.3,457726.7
2029-04-01,70047.0,13569.6,1076953.4,47538.1,152122.0,3803049.1,456365.9
2029-05-01,34970.0,7896.5,1074354.0,47400.5,151681.4,3792036.0,455044.3
2029-06-01,34763.0,6757.5,1072622.7,47311.1,151395.5,3784887.0,454186.4
2029-07-01,69305.0,13482.4,1070032.7,47181.1,150979.5,3774488.6,452938.6
2029-08-01,34549.0,6724.9,1067445.5,47054.8,150575.4,3764385.2,451726.2
2029-09-01,34342.0,7833.1,1065723.5,46973.1,150313.8,3757844.2,450941.3
2029-10-01,68563.0,13395.7,1063147.0,46854.1,149933.2,3748330.8,449799.7
2029-11-01,34121.0,7795.2,1060575.1,46738.9,149564.4,3739109.3,448693.1
2029-12-01,34021.0,6670.8,1058863.9,46664.3,149325.7,3733142.2,447977.1
2030-01-01,67714.0,13309.4,1056302.4,46556.0,148979.1,3724478.5,446937.4
2030-02-01,33807.0,6638.6,1053746.7,46451.2,148643.7,3716093.7,445931.2
2030-03-01,33593.0,7732.5,1052047.4,46383.5,148427.1,3710677.4,445281.3
2030-04-01,66979.0,13223.7,1049503.6,46285.4,148113.3,3702832.9,444339.9
2030-05-01,33379.0,7695.2,1046964.9,46190.6,147809.8,3695246.1,443429.5
2030-06-01,33272.0,6585.3,1045278.5,46129.4,147614.2,3690355.5,442842.7
2030-07-01,66337.0,13138.7,1042753.8,46041.0,147331.4,3683283.8,441994.1
2030-08-01,32958.0,6553.5,1040237.3,45955.7,147058.3,3676458.0,441175.0
2030-09-01,32951.0,7633.4,1038561.9,45901.0,146883.4,3672083.9,440650.1
2030-10-01,65488.0,13054.2,1036045.0,45822.0,146630.5,3665763.5,439891.6
2030-11-01,32637.0,7595.5,1033405.3,45747.7,146392.7,3659816.8,439178.0
2030-12-01,32630.0,6498.7,1031532.9,45701.7,146245.4,3656134.2,438736.1
2031-01-01,64853.0,12960.3,1028597.6,45637.2,146038.9,3650973.6,438116.8
2031-02-01,32316.0,6461.0,1025559.3,45576.9,145846.0,3646148.8,437537.9
2031-03-01,32209.0,7522.6,1023479.4,45539.3,145725.8,3643143.8,437177.3
2031-04-01,64211.0,12855.8,1020298.8,45486.7,145557.3,3638933.0,436672.0
2031-05-01,31995.0,7475.5,1017069.9,45437.6,145400.2,3635004.9,436200.6
2031-06-01,31895.0,6393.8,1014891.4,45407.0,145302.3,3632557.3,435906.9
2031-07-01,63576.0,12746.1,1011595.2,45364.2,145165.4,3629135.1,435496.2
2031-08-01,31681.0,6352.1,1008277.1,45324.6,145038.7,3625967.6,435116.1
2031-09-01,31674.0,7394.5,1006055.2,45300.0,144960.1,3624002.3,434880.3
2031-10-01,62941.0,12634.1,1002710.3,45266.0,144851.0,3621276.1,434553.1
2031-11-01,31360.0,7345.3,999358.0,45234.7,144751.2,3618779.4,434253.5
2031-12-01,31360.0,6281.9,997120.8,45215.5,144689.7,3617241.4,434069.0
2032-01-01,31253.0,6267.8,994881.7,45197.7,144632.8,3615819.7,433898.4
